,type,address_1,address_2,open_hours,city,state,postal_code,latitude,longitude
5185,Pizza Hut Express,5621 North I-35,,,Austin,TX,78723,30.3085,-97.6849
5186,Pizza Hut,6307A Cameron Rd,,11:00 AM - 10:00 PM,Austin,TX,78723,30.3085,-97.6849
5187,Pizza Hut,6330 Hwy. 290 W. / Oak Hill,,11:00 AM - 10:00 PM,Austin,TX,78735,30.249,-97.8414
5188,Pizza Hut,8400 Brodie Lane,Suite 105,11:00 AM - 10:00 PM,Austin,TX,78745,30.2063,-97.7956
5189,Pizza Hut,8500 N Lamar,,11:00 AM - 10:00 PM,Austin,TX,78753,30.3649,-97.6827
5190,Pizza Hut Express,8601 Research Blvd.,,10:00 AM - 8:00 PM,Austin,TX,78758,30.3764,-97.7078
5191,Pizza Hut Express,9500 Ih 35 Sb Feeder Rd,Bldg 'G',,Austin,TX,78748,30.1743,-97.8225
5192,Pizza Hut,507 Central Drive.,,11:00 AM - 10:00 PM,Azle,TX,76020,32.9035,-97.5412
5193,Pizza Hut,11928 Elam Rd,,10:30 AM - 12:00 AM,Balch Springs,TX,75180,32.7287,-96.6228
5194,Pizza Hut,204 Broadway,,11:00 AM - 9:30 PM,Ballinger,TX,76821,31.7468,-99.9589
5195,Pizza Hut,107 Highway 71,,11:00 AM - 10:00 PM,Bastrop,TX,78602,30.1388,-97.2921
5196,Pizza Hut,4301 7th Street,,11:00 AM - 11:00 PM,Bay City,TX,77414,28.8636,-95.9173
5197,Pizza Hut,1301 Garth Rd,,10:30 AM - 11:00 PM,Baytown,TX,77520,29.7461,-94.9653
5198,Pizza Hut,3413 Garth Rd,,10:30 AM - 11:00 PM,Baytown,TX,77521,29.7705,-94.9695
5199,Pizza Hut Express,4510 Garth Road,,,Baytown,TX,77521,29.7705,-94.9695
5200,Pizza Hut,6405 Garth Rd,Suite 140,10:30 AM - 11:00 PM,Baytown,TX,77520,29.7461,-94.9653
5201,Pizza Hut,8608 N Shwy 146,Suite 500,10:30 AM - 11:00 PM,Baytown,TX,77523,29.77,-94.8608
5202,Pizza Hut,142 S. Dowlen Rd.,,10:00 AM - 11:00 PM,Beaumont,TX,77706,30.0948,-94.1648
5203,Pizza Hut,1720 College St,Suite B,10:00 AM - 11:00 PM,Beaumont,TX,77701,30.0688,-94.1039
5204,Pizza Hut,4388 Dowlen Rd.,,10:00 AM - 11:00 PM,Beaumont,TX,77706,30.0948,-94.1648
5205,Pizza Hut Express,5850 Eastex Freeway,,,Beaumont,TX,77708,30.14,-94.1604
5206,Pizza Hut,233 Harwood Rd,,10:30 AM - 11:00 PM,Bedford,TX,76021,32.8536,-97.1358
5207,Pizza Hut,3229 Harwood Rd,,10:30 AM - 11:00 PM,Bedford,TX,76021,32.8536,-97.1358
5208,Pizza Hut,2400 N. St Marys St.,,11:00 AM - 11:00 PM,Beeville,TX,78102,28.4222,-97.7616
5209,Pizza Hut,601 N Loop 340,,11:00 AM - 10:00 PM,Bellmead,TX,76705,31.6403,-97.0963
5210,Pizza Hut,380 W Main Street,,10:00 AM - 10:00 PM,Bellville,TX,77418,29.9658,-96.2531
5211,Pizza Hut,Neil St & Hwy 35,,11:00 AM - 10:00 PM,Belton,TX,76513,31.0723,-97.472
5212,Pizza Hut,340 Mercedes,,10:30 AM - 10:00 PM,Benbrook,TX,76126,32.64,-97.5448
5213,Pizza Hut Express,2201 S Gregg St,,10:30 AM - 11:00 PM,Big Spring,TX,79720,32.2787,-101.4578
5214,Pizza Hut,1433 S. Main,Suite 110,11:00 AM - 10:30 PM,Boerne,TX,78006,29.8931,-98.6857
5215,Pizza Hut,510 E Sam Rayburn Dr,,10:45 AM - 10:00 PM,Bonham,TX,75418,33.5806,-96.1836
5216,Pizza Hut,1418 West Wilson Street,,11:00 AM - 9:00 PM,Borger,TX,79007,35.6678,-101.3974
5217,Pizza Hut,404 East Wise,,10:30 AM - 10:00 PM,Bowie,TX,76230,33.5568,-97.8373
5218,Pizza Hut,1208 S. Bridge,,11:00 AM - 10:00 PM,Brady,TX,76825,31.1509,-99.3372
5219,Pizza Hut,1152 Texas Ave,,10:00 AM - 10:00 PM,Bridge City,TX,77611,30.0192,-93.8326
5220,Pizza Hut,406 US Highway 380,,10:30 AM - 10:00 PM,Bridgeport,TX,76426,33.187,-97.781
5221,Pizza Hut,3603 Front Street,,11:00 AM - 10:00 PM,Brookshire,TX,77423,29.8072,-95.9755
5222,Pizza Hut,301 Lubbock Rd,,11:00 AM - 10:00 PM,Brownfield,TX,79316,33.1698,-102.2762
5223,Pizza Hut Express,1 W. University Blvd.,The University Of Texas Rio Grande Valley-Brownsvi,,Brownsville,TX,78520,25.9337,-97.5174
5224,Pizza Hut,1175 E Alton Gloor Blvd,,11:00 AM - 11:00 PM,Brownsville,TX,78526,25.9717,-97.4699
5225,Pizza Hut,1179 FM 802,,11:00 AM - 11:00 PM,Brownsville,TX,78526,25.9717,-97.4699
5226,Pizza Hut,1200 International Blvd,,11:00 AM - 10:30 PM,Brownsville,TX,78520,25.9337,-97.5174
5227,Pizza Hut,1830 Central Blvd,,11:00 AM - 10:30 PM,Brownsville,TX,78520,25.9337,-97.5174
5228,Pizza Hut,2333 Boca Chica Blvd,,11:00 AM - 11:00 PM,Brownsville,TX,78521,25.9221,-97.4612
5229,Pizza Hut Express,2370 Hwy 77/83 North Suite 1314,Cinemark Sunrise Mall And Xd #314,,Brownsville,TX,78526,25.9717,-97.4699
5230,Pizza Hut,245 Security Dr,,11:00 AM - 11:00 PM,Brownsville,TX,78521,25.9221,-97.4612
5231,Pizza Hut,1301 Austin Ave.,,11:00 AM - 10:00 PM,Brownwood,TX,76801,31.7754,-98.9915
5232,Pizza Hut,1622 W Villa Maria Rd,,11:00 AM - 10:00 PM,Bryan,TX,77807,30.6711,-96.4799
5233,Pizza Hut,3001 Wildflower Drive,,11:00 AM - 10:00 PM,Bryan,TX,77802,30.6582,-96.3351
5234,Pizza Hut Express,3061 Wildflower Drive,,,Bryan,TX,77802,30.6582,-96.3351
5235,Pizza Hut,1671 Main Street,Ste D,11:00 AM - 10:00 PM,Buda,TX,78610,30.0918,-97.8534
5236,Pizza Hut,1608 West Commerce,,11:00 AM - 10:00 PM,Buffalo,TX,75831,31.4121,-95.9904
5237,Pizza Hut,35060 US Hwy. 96,Suite 1000,10:00 AM - 10:00 PM,Buna,TX,77612,30.4132,-93.9913
5238,Pizza Hut,900 Kramer Rd,,10:30 AM - 10:00 PM,Burkburnett,TX,76354,34.086,-98.5708
5239,Pizza Hut,1212 SW Wilshire Blvd,,10:30 AM - 10:00 PM,Burleson,TX,76028,32.5316,-97.309
5240,Pizza Hut,12201 Rendon Road,#104,10:30 AM - 11:00 PM,Burleson,TX,76028,32.5316,-97.309
5241,Pizza Hut,701 Buchanan Dr,,11:00 AM - 10:00 PM,Burnet,TX,78611,30.7766,-98.2642
5242,Pizza Hut,300 N Green St,,11:00 AM - 11:00 PM,Caldwell,TX,77836,30.5298,-96.7143
5243,Pizza Hut,600 W 4th St,,10:30 AM - 10:00 PM,Cameron,TX,76520,30.8527,-96.9766
5244,Pizza Hut,322 S 2nd St,,11:00 AM - 10:00 PM,Canadian,TX,79014,35.9045,-100.3841
5245,Pizza Hut,1260 S Trades Day Blvd.,,11:00 AM - 9:30 PM,Canton,TX,75103,32.5143,-95.9047
5246,Pizza Hut,110 23rd St,,11:00 AM - 10:00 PM,Canyon,TX,79015,34.9772,-101.9247
5247,Pizza Hut,201 Pena,,11:00 AM - 10:30 PM,Carrizo Springs,TX,78834,28.5278,-99.8635
5248,Pizza Hut,1001 E Hebron Pkwy.,#102,10:00 AM - 11:00 PM,Carrollton,TX,75007,33.0033,-96.882
5249,Pizza Hut,2204 Kelly Blvd,Suite 103,10:00 AM - 11:00 PM,Carrollton,TX,75006,32.9657,-96.8825
5250,Pizza Hut,2600 Midway Rd,,10:00 AM - 11:00 PM,Carrollton,TX,75006,32.9657,-96.8825
5251,Pizza Hut,3065 N. Josey Ln.,#82,10:00 AM - 11:00 PM,Carrollton,TX,75007,33.0033,-96.882
5252,Pizza Hut,1208 W Panola St,,11:00 AM - 10:00 PM,Carthage,TX,75633,32.1544,-94.3527
5253,Pizza Hut,945 Hwy 90 East,,11:00 AM - 10:30 PM,Castroville,TX,78009,29.3553,-98.8824
5254,Pizza Hut,445 E FM 1382 Rd.,#4,10:30 AM - 11:00 PM,Cedar Hill,TX,75104,32.5885,-96.9438
5255,Pizza Hut Express,739 North Highway 67,Target - T1836,,Cedar Hill,TX,75104,32.5885,-96.9438
5256,Pizza Hut Express,1101 C-Bar Ranch Trail - Lot#2,,,Cedar Park,TX,78613,30.5052,-97.8203
5257,Pizza Hut,1525 Cypress Creek Rd,,11:00 AM - 10:00 PM,Cedar Park,TX,78613,30.5052,-97.8203
5258,Pizza Hut,1007 Hurst St,,11:00 AM - 10:00 PM,Center,TX,75935,31.7865,-94.1869
5259,Pizza Hut,445 Sheldon Rd.,,10:30 AM - 11:00 PM,Channelview,TX,77530,29.7914,-95.1317
5260,Pizza Hut,1209 Avenue F NW,,11:00 AM - 10:00 PM,Childress,TX,79201,34.4104,-100.2364
5261,Pizza Hut,900 W. 2nd St.,,11:00 AM - 9:00 PM,Clarendon,TX,79226,34.9529,-100.8952
5262,Pizza Hut,502 W. Henderson St.,,10:30 AM - 10:00 PM,Cleburne,TX,76033,32.3509,-97.4103
5263,Pizza Hut,502 S. Washington Ave.,,11:00 AM - 11:00 PM,Cleveland,TX,77327,30.33,-95.0202
5264,Pizza Hut,1601 N. Neches,,11:00 AM - 9:30 PM,Coleman,TX,76834,31.8287,-99.427
5265,Pizza Hut Express,1401 Earl Rudder Frwy S.,Movies 18 #182,,College Station,TX,77845,30.5118,-96.3171
5266,Pizza Hut,2002 Texas Ave S,Ste 100,11:00 AM - 10:00 PM,College Station,TX,77840,30.6045,-96.3123
5267,Pizza Hut,3800 State Hwy 6,Ste 206,11:00 AM - 10:00 PM,College Station,TX,77845,30.5118,-96.3171
5268,Pizza Hut,5600 Colleyville Blvd,Suite C,10:30 AM - 10:00 PM,Colleyville,TX,76034,32.8872,-97.146
5269,Pizza Hut,106C Shult Dr.,,11:00 AM - 10:00 PM,Columbus,TX,78934,29.7032,-96.5527
5270,Pizza Hut,1920 Live Oak St,,11:00 AM - 10:00 PM,Commerce,TX,75428,33.2493,-95.9097
5271,Pizza Hut,1241 North Loop 336 West,,10:00 AM - 11:00 PM,Conroe,TX,77301,30.3125,-95.4527
5272,Pizza Hut,14581 FM 1485 Rd,,11:00 AM - 10:00 PM,Conroe,TX,77306,30.2277,-95.2851
5273,Pizza Hut,16441 Hwy. 105 E,Suite 105,11:00 AM - 10:00 PM,Conroe,TX,77306,30.2277,-95.2851
5274,Pizza Hut,16985 FM 1314,,11:00 AM - 10:00 PM,Conroe,TX,77302,30.2238,-95.3577
5275,Pizza Hut,206C S Loop 336 W,,10:00 AM - 11:00 PM,Conroe,TX,77304,30.3217,-95.5285
5276,Pizza Hut,9149 FM 78,,11:00 AM - 10:00 PM,Converse,TX,78109,29.5173,-98.3217
5277,Pizza Hut,651 N Denton Tap Rd,Suite 4,10:30 AM - 10:00 PM,Coppell,TX,75019,32.9673,-96.9805
5278,Pizza Hut,820 S Macarthur Blvd,,10:00 AM - 11:00 PM,Coppell,TX,75019,32.9673,-96.9805
5279,Pizza Hut,106 E Highway 190,,11:00 AM - 10:00 PM,Copperas Cove,TX,76522,31.2029,-97.9301
5280,Pizza Hut,7650 I-35 E,#100,10:30 AM - 10:00 PM,Corinth,TX,76210,33.1428,-97.0727
5281,Pizza Hut,10525 S Padre Island Dr,,11:00 AM - 11:00 PM,Corpus Christi,TX,78418,27.6349,-97.3103
5282,Pizza Hut,10702 Leopard St,,11:00 AM - 11:00 PM,Corpus Christi,TX,78410,27.8458,-97.596
5283,Pizza Hut,2120 S Staples St,,11:00 AM - 11:00 PM,Corpus Christi,TX,78404,27.7683,-97.4013
5284,Pizza Hut,3657 E. Leopard St.,,11:00 AM - 11:00 PM,Corpus Christi,TX,78408,27.7945,-97.4381
5285,Pizza Hut,3821 S Staples St,,11:00 AM - 11:00 PM,Corpus Christi,TX,78411,27.7311,-97.3877
5286,Pizza Hut,4001 Saratoga Blvd,Suite 103,11:00 AM - 11:00 PM,Corpus Christi,TX,78413,27.691,-97.3983
5287,Pizza Hut,4101 Ih 69 Access Road,#M-6,11:00 AM - 11:00 PM,Corpus Christi,TX,78410,27.8458,-97.596
5288,Pizza Hut,4414 Ayers St,,11:00 AM - 11:00 PM,Corpus Christi,TX,78415,27.7262,-97.4078
5289,Pizza Hut,4815 S Staples St,,11:00 AM - 11:00 PM,Corpus Christi,TX,78411,27.7311,-97.3877
5290,Pizza Hut,5933 McArdle Rd,,11:00 AM - 11:00 PM,Corpus Christi,TX,78412,27.7061,-97.3537
5291,Pizza Hut,6537 S. Staples,#120,11:00 AM - 11:00 PM,Corpus Christi,TX,78413,27.691,-97.3983
5292,Pizza Hut,718 W 7th Avenue,,10:30 AM - 11:00 PM,Corsicana,TX,75110,32.0868,-96.4762
5293,Pizza Hut,649 Las Palmas Blvd.,Suite C,11:00 AM - 10:30 PM,Cotulla,TX,78014,28.4398,-99.2328
5294,Pizza Hut,1231 E Loop 304,,11:00 AM - 10:00 PM,Crockett,TX,75835,31.3208,-95.3928
5295,Pizza Hut,105 Kennings Rd.,Suite 11,11:00 AM - 11:00 PM,Crosby,TX,77532,29.9249,-95.0578
5296,Pizza Hut,11970 US-380,,11:00 AM - 10:00 PM,Crossroads,TX,76227,33.292,-96.9879
5297,Pizza Hut,412 FM 1187 Rd.,,10:30 AM - 11:00 PM,Crowley,TX,76036,32.5814,-97.3703
5298,Pizza Hut,1801 N US Highway 83,,11:00 AM - 10:30 PM,Crystal City,TX,78839,28.687,-99.8264
5299,Pizza Hut,1010 N. Esplanade,,11:00 AM - 11:00 PM,Cuero,TX,77954,29.091,-97.2812
5300,Pizza Hut,13750 N. Eldridge Pkwy.,,11:00 AM - 11:00 PM,Cypress,TX,77429,29.9766,-95.6358
5301,Pizza Hut,15202 Mason Rd,Suite 600,10:00 AM - 11:00 PM,Cypress,TX,77433,29.8836,-95.7025
5302,Pizza Hut,17445 Spring Cypress Rd,Ste E,10:00 AM - 11:00 PM,Cypress,TX,77429,29.9766,-95.6358
5303,Pizza Hut,20510 West Rd.,Ste 700,10:00 AM - 11:00 PM,Cypress,TX,77433,29.8836,-95.7025
5304,Pizza Hut Express,25901 Highway 290 Northwest Freeway,,,Cypress,TX,77429,29.9766,-95.6358
5305,Pizza Hut,8190 Barker Cypress Rd.,#1800,10:00 AM - 11:00 PM,Cypress,TX,77433,29.8836,-95.7025
5306,Pizza Hut,301 Hwy 87 South,,11:00 AM - 9:00 PM,Dalhart,TX,79022,36.0732,-102.5177
5307,Pizza Hut,10200 E Northwest Hwy,,10:00 AM - 11:00 PM,Dallas,TX,75238,32.877,-96.708
5308,Pizza Hut Express,11819 Webb Chapel Road,Cinemark 17 & Imax Theatre,,Dallas,TX,75234,32.9245,-96.8938
5309,Pizza Hut,14760 Preston Rd,Suite 104,10:00 AM - 11:00 PM,Dallas,TX,75254,32.9503,-96.819
5310,Pizza Hut Express,16731 Coit Road,,,Dallas,TX,75248,32.9682,-96.7942
5311,Pizza Hut,17580 Preston Rd,,10:30 AM - 11:00 PM,Dallas,TX,75252,32.9968,-96.7921
5312,Pizza Hut,1916 Skillman Street,,10:30 AM - 11:00 PM,Dallas,TX,75206,32.831,-96.7692
5313,Pizza Hut Express,205 South Lamar,Greyhound - Dallas,Open 24 Hours,Dallas,TX,75202,32.7781,-96.8054
5314,Pizza Hut,2110 E Ledbetter Dr,,10:30 AM - 10:00 PM,Dallas,TX,75216,32.7086,-96.7955
5315,Pizza Hut,222 Continental Ave,,10:30 AM - 11:00 PM,Dallas,TX,75207,32.7939,-96.8319
5316,Pizza Hut,2223 S Buckner Blvd.,#245,10:30 AM - 11:00 PM,Dallas,TX,75227,32.7672,-96.6836
5317,Pizza Hut,2248 W. Illinois Ave.,,10:30 AM - 11:00 PM,Dallas,TX,75224,32.7114,-96.8387
5318,Pizza Hut,2261 Singleton Blvd,Suite 108,10:30 AM - 10:00 PM,Dallas,TX,75212,32.7829,-96.8714
5319,Pizza Hut,2343 Gus Thomasson Rd,,10:30 AM - 11:00 PM,Dallas,TX,75228,32.825,-96.6784
5320,Pizza Hut Express,2500 Victory Avenue,"American Airlines Center, Section 102",,Dallas,TX,75219,32.8132,-96.8142
5321,Pizza Hut Express,2500 Victory Avenue,"American Airlines Center, Section 107",,Dallas,TX,75219,32.8132,-96.8142
5322,Pizza Hut Express,2500 Victory Avenue,"American Airlines Center, Section 329",,Dallas,TX,75219,32.8132,-96.8142
5323,Pizza Hut Express,2500 Victory Avenue,"American Airlines Center, Section 111",,Dallas,TX,75219,32.8132,-96.8142
5324,Pizza Hut Express,2500 Victory Avenue,"American Airlines Center, Section 312",,Dallas,TX,75219,32.8132,-96.8142
5325,Pizza Hut Express,2500 Victory Avenue,"American Airlines Center, Section 119",,Dallas,TX,75219,32.8132,-96.8142
5326,Pizza Hut,3233 Fort Worth Ave,,10:30 AM - 10:00 PM,Dallas,TX,75211,32.7319,-96.9057
5327,Pizza Hut,3333 W. Camp Wisdom Rd.,#116,10:30 AM - 10:00 PM,Dallas,TX,75237,32.659,-96.8765
5328,Pizza Hut,3439 Oak Lawn Ave,,10:30 AM - 11:00 PM,Dallas,TX,75219,32.8132,-96.8142
5329,Pizza Hut,3612 Forest Ln.,Suite B,10:00 AM - 11:00 PM,Dallas,TX,75234,32.9245,-96.8938
5330,Pizza Hut Express,39739 Lbj Freeway,,,Dallas,TX,75237,32.659,-96.8765
5331,Pizza Hut,4540 Ross Avenue,Suite 130,10:30 AM - 11:00 PM,Dallas,TX,75204,32.8038,-96.7851
5332,Pizza Hut,4787 Vista Wood,Suite 110,10:30 AM - 10:00 PM,Dallas,TX,75232,32.6647,-96.8384
5333,Pizza Hut,603 S Tyler Street,Suite 100,10:30 AM - 10:00 PM,Dallas,TX,75208,32.7492,-96.8389
5334,Pizza Hut,6039 Forest Lane,,10:00 AM - 11:00 PM,Dallas,TX,75230,32.8999,-96.7897
5335,Pizza Hut,6409 Hillcrest Ave,,10:30 AM - 10:00 PM,Dallas,TX,75205,32.826,-96.7843
5336,Pizza Hut Express,6419 Skillman Street,,,Dallas,TX,75231,32.8756,-96.7495
5337,Pizza Hut Express,7751 Bonnie View Road,Travel Centers Of America,,Dallas,TX,75241,32.6722,-96.7774
5338,Pizza Hut,7989 Belt Line Rd. Suite 80,Spring Creek Village Shop Ctr.,10:00 AM - 11:00 PM,Dallas,TX,75248,32.9682,-96.7942
5339,Pizza Hut,8224 Park Lane,#110,10:00 AM - 11:00 PM,Dallas,TX,75231,32.8756,-96.7495
5340,Pizza Hut,8254 Abrams Rd,,10:00 AM - 11:00 PM,Dallas,TX,75231,32.8756,-96.7495
5341,Pizza Hut,9310 East Rl Thornton,#106,10:30 AM - 11:00 PM,Dallas,TX,75228,32.825,-96.6784
5342,Pizza Hut Express,9440 Marsh Ln,,,Dallas,TX,75220,32.8681,-96.8622
5343,Pizza Hut,9753 Webb Chapel Rd.,#300,10:00 AM - 12:00 AM,Dallas,TX,75220,32.8681,-96.8622
5344,Pizza Hut,100 Sterling,Suite D,11:00 AM - 10:30 PM,Dayton,TX,77535,30.0102,-94.8787
5345,Pizza Hut,249 N Hampton Rd,,10:30 AM - 11:00 PM,De Soto,TX,75115,32.6041,-96.8653
5346,Pizza Hut,601 S. Washburn,,10:30 AM - 10:00 PM,Decatur,TX,76234,33.2351,-97.574
5347,Pizza Hut,3413 Center St,,10:30 AM - 11:00 PM,Deer Park,TX,77536,29.6826,-95.1222
5348,Pizza Hut,2114 Veterans Blvd,,11:00 AM - 11:00 PM,Del Rio,TX,78840,29.4102,-100.8932
5349,Pizza Hut,129 W Heron St,,10:45 AM - 10:00 PM,Denison,TX,75021,33.7169,-96.5235
5350,Pizza Hut,1600 Teasley Ln,,10:30 AM - 11:00 PM,Denton,TX,76205,33.1903,-97.1282
5351,Pizza Hut,227 W. University Dr.,,10:30 AM - 11:00 PM,Denton,TX,76201,33.2289,-97.1314
5352,Pizza Hut,400 N Loop 288,Suite 110,10:30 AM - 11:00 PM,Denton,TX,76209,33.2346,-97.1131
5353,Pizza Hut,5017 Teasley Lane,Suite 155,10:30 AM - 11:00 PM,Denton,TX,76210,33.1428,-97.0727
5354,Pizza Hut,1490 Cr 390,,10:30 AM - 10:00 PM,Denver City,TX,79323,32.9711,-102.8313
5355,Pizza Hut,607 E. Hondo,,11:00 AM - 11:00 PM,Devine,TX,78016,29.1521,-98.909
5356,Pizza Hut Express,3200 E Airfield Dr.,Gate C-24,,Dfw,TX,75261,32.7673,-96.7776
5357,Pizza Hut,190 N Temple Dr,,11:00 AM - 10:00 PM,Diboll,TX,75941,31.195,-94.7729
5358,Pizza Hut,3410 Gulf Freeway,Suite 3426,11:00 AM - 11:00 PM,Dickinson,TX,77539,29.4585,-95.0345
5359,Pizza Hut,216 S Broadway St,,2:00 PM - 9:00 PM,Dimmitt,TX,79027,34.5341,-102.3046
5360,Pizza Hut,1309 E. US Hwy 83,,11:00 AM - 10:30 PM,Donna,TX,78537,26.1671,-98.0529
5361,Pizza Hut,400 Highway 290 West,"Building A, Suite 101",11:00 AM - 9:00 PM,Dripping Springs,TX,78620,30.2268,-98.1029
5362,Pizza Hut,1421 Dumas Ave,,11:00 AM - 9:00 PM,Dumas,TX,79029,35.8823,-101.968
5363,Pizza Hut,210 S. Cedar Ridge Dr.,Suite D,10:30 AM - 11:00 PM,Duncanville,TX,75116,32.6587,-96.9114
5364,Pizza Hut,2425 E. Main,,11:00 AM - 11:00 PM,Eagle Pass,TX,78852,28.7028,-100.4818
5365,Pizza Hut,405 S Bibb Ave.Unit 3002,,11:00 AM - 11:00 PM,Eagle Pass,TX,78852,28.7028,-100.4818
5366,Pizza Hut Express,1201 W. University Dr.,The University Of Texas Rio Grande Valley Edinburg,,Edinburg,TX,78539,26.2792,-98.1832
5367,Pizza Hut,1524 W University Dr,,11:00 AM - 11:00 PM,Edinburg,TX,78539,26.2792,-98.1832
5368,Pizza Hut,1802 S Closner Blvd,,11:00 AM - 11:00 PM,Edinburg,TX,78539,26.2792,-98.1832
5369,Pizza Hut,2253 W. University Dr.,,11:00 AM - 11:00 PM,Edinburg,TX,78539,26.2792,-98.1832
5370,Pizza Hut,247 East Trenton,,11:00 AM - 11:00 PM,Edinburg,TX,78539,26.2792,-98.1832
5371,Pizza Hut,5300 El Bosque Dr,,11:00 AM - 10:30 PM,Edinburg,TX,78542,26.4661,-98.0695
5372,Pizza Hut,803 W. Main,,11:00 AM - 11:00 PM,Edna,TX,77957,28.9527,-96.6488
5373,Pizza Hut,2348 N Mechanic St,,11:00 AM - 11:00 PM,El Campo,TX,77437,29.2008,-96.2743
5374,Pizza Hut Express,11855 Gateway Blvd W,Tinseltown Usa #236,,El Paso,TX,79936,31.7677,-106.3016
5375,Pizza Hut Express,12700 Montana Ave,Cinemark Montana 14 #1081,,El Paso,TX,79938,31.8045,-105.9661
5376,Pizza Hut,1571 N. Zaragosa,,11:00 AM - 11:00 PM,El Paso,TX,79936,31.7677,-106.3016
5377,Pizza Hut,1800 George Dieter Dr,,11:00 AM - 11:00 PM,El Paso,TX,79936,31.7677,-106.3016
5378,Pizza Hut Express,1874 Joe Battle Blvd.,,,El Paso,TX,79936,31.7677,-106.3016
5379,Pizza Hut,2401 Zaragoza,,11:00 AM - 11:00 PM,El Paso,TX,79938,31.8045,-105.9661
5380,Pizza Hut,2915 N Mesa St,,11:00 AM - 11:00 PM,El Paso,TX,79902,31.7763,-106.4932
5381,Pizza Hut,3545 N Yarbrough Dr,,11:00 AM - 11:00 PM,El Paso,TX,79925,31.7814,-106.3613
5382,Pizza Hut,4860 Woodrow Bean Transmountain,,11:00 AM - 11:00 PM,El Paso,TX,79924,31.9021,-106.4149
5383,Pizza Hut Express,500 West University Street #207,University Of Texas - El Paso,,El Paso,TX,79902,31.7763,-106.4932
5384,Pizza Hut,5505 Montana Ave,Ste G2,11:00 AM - 11:00 PM,El Paso,TX,79903,31.7862,-106.4406
5385,Pizza Hut,601 N Zaragosa,,11:00 AM - 11:00 PM,El Paso,TX,79907,31.7089,-106.3293
5386,Pizza Hut,6110 Dyer St,,11:00 AM - 11:00 PM,El Paso,TX,79904,31.8533,-106.4381
5387,Pizza Hut Express,6701 Convair Road,El Paso International Airport,,El Paso,TX,79925,31.7814,-106.3613
5388,Pizza Hut,6704 Montana,,11:00 AM - 11:00 PM,El Paso,TX,79925,31.7814,-106.3613
5389,Pizza Hut,7049-A Desert Blvd. South,Suite 101,11:00 AM - 11:00 PM,El Paso,TX,79932,31.8623,-106.5932
5390,Pizza Hut Express,7440 Remcon Cir,Cinemark West #241,,El Paso,TX,79912,31.8383,-106.5364
5391,Pizza Hut,7948 Gateway East,,11:00 AM - 11:00 PM,El Paso,TX,79915,31.7432,-106.3686
5392,Pizza Hut,7960 N Mesa St,,11:00 AM - 11:00 PM,El Paso,TX,79932,31.8623,-106.5932
5393,Pizza Hut Express,8401C Gateway West Blvd,Cielo Vista Mall 14 #367,,El Paso,TX,79925,31.7814,-106.3613
5394,Pizza Hut,955 Resler,Suite 101,11:00 AM - 11:00 PM,El Paso,TX,79912,31.8383,-106.5364
5395,Pizza Hut,204 W. US 290,,11:00 AM - 10:00 PM,Elgin,TX,78621,30.3231,-97.3737
5396,Pizza Hut,709 E Edinburg Ave,,11:00 AM - 11:00 PM,Elsa,TX,78543,26.2974,-97.9884
5397,Pizza Hut,122 S. Texas St.,,11:00 AM - 9:00 PM,Emory,TX,75440,32.875,-95.7418
5398,Pizza Hut,807 W Ennis Ave,,10:30 AM - 10:00 PM,Ennis,TX,75119,32.3321,-96.6224
5399,Pizza Hut,905 W US Highway 84,,11:00 AM - 10:00 PM,Fairfield,TX,75840,31.7361,-96.1572
5400,Pizza Hut,915 S. St. Mary's,,11:00 AM - 11:00 PM,Falfurrias,TX,78355,27.2242,-98.1408
5401,Pizza Hut,13701 Midway Rd.,#110,10:00 AM - 11:00 PM,Farmers Branch,TX,75244,32.9322,-96.8353
5402,Pizza Hut,312 S Interstate 45,,10:30 AM - 11:00 PM,Ferris,TX,75125,32.5223,-96.6643
5403,Pizza Hut,539 10th St,,11:00 AM - 10:30 PM,Floresville,TX,78114,29.1693,-98.1936
5404,Pizza Hut,1181 Flower Mound Road,Suite 700,11:00 AM - 10:00 PM,Flower Mound,TX,75028,33.0383,-97.0745
5405,Pizza Hut,3208 SE Loop 820,,10:30 AM - 11:00 PM,Forest Hill,TX,76140,32.6192,-97.2735
5406,Pizza Hut,924 E. Hwy. 80,,11:00 AM - 10:00 PM,Forney,TX,75126,32.7491,-96.4598
5407,Pizza Hut,13471 Sergeant Major Blvd.,,10:30 AM - 11:00 PM,Fort Bliss,TX,79916,31.8136,-106.4122
5408,Pizza Hut,2959 Carter Rd.,Bldg. 2969,10:30 AM - 11:00 PM,Fort Bliss,TX,79906,31.8092,-106.4247
5409,Pizza Hut,Building 70012 - Clark Road,,11:00 AM - 10:00 PM,Fort Hood,TX,76544,31.1349,-97.7756
5410,Pizza Hut,911 W Dickinson Blvd,,10:30 AM - 10:00 PM,Fort Stockton,TX,79735,30.8908,-102.8799
5411,Pizza Hut,1316 Sycamore School Rd,Ste 110,10:30 AM - 11:00 PM,Fort Worth,TX,76134,32.6469,-97.3325
5412,Pizza Hut,14113 Trinity Blvd.,#225,10:30 AM - 12:00 AM,Fort Worth,TX,76155,32.8247,-97.0503
